,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,director_name,actor_1_name,actor_2_name,actor_3_name,imdb_id
44,190000000,Action,http://www.furious7.com/,168259,car race|speed|revenge|suspense|car|race,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.322217,Universal Pictures,Japan,2015,1506249360,137,English,Released,Vengeance Hits Home,Furious 7,7.3,4176,James Wan,Paul Walker,Dwayne Johnson,Michelle Rodriguez,tt2820852
45,200000000,Action|Drama|Horror|Science Fiction|Thriller,http://www.worldwarzmovie.com,72190,dystopia|apocalypse|zombie|nuclear weapons|zombie apocalypse,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",81.834855,Paramount Pictures,United States of America,2013,531865000,116,English,Released,Remember Philly!,World War Z,6.7,5560,Marc Forster,Mireille Enos,Abigail Hargrove,Sterling Jerins,tt0816711
46,250000000,Action|Adventure|Fantasy|Science Fiction,http://www.x-menmovies.com/,127585,1970s|mutant|time travel|marvel comic|based on comic book|superhuman|storm|wolf|aftercreditsstinger,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691,Twentieth Century Fox Film Corporation,United Kingdom,2014,747862775,131,English,Released,"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6032,Bryan Singer,James McAvoy,Michael Fassbender,Jennifer Lawrence,tt1877832
47,190000000,Action|Adventure|Science Fiction,,54138,spacecraft|friendship|sequel|futuristic|space|alien|imax|space opera|3d,en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.291018,Paramount Pictures,United States of America,2013,467365246,132,English,Released,Earth Will Fall,Star Trek Into Darkness,7.4,4418,J.J. Abrams,Zachary Quinto,Zoe Saldana,Karl Urban,tt1408101
48,195000000,Action|Family|Fantasy,http://jackthegiantkiller.warnerbros.com,81005,based on fairy tale|monster,en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",43.349855,New Line Cinema,United States of America,2013,197687603,114,English,Released,Prepare for a giant adventure,Jack the Giant Slayer,5.5,2598,Bryan Singer,Eleanor Tomlinson,Ewan McGregor,Stanley Tucci,tt1351685
49,105000000,Drama|Romance,,64682,based on novel|infidelity|obsession|hope|3d,en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",61.196071,Village Roadshow Pictures,United States of America,2013,351040419,143,English,Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3769,Baz Luhrmann,Tobey Maguire,Carey Mulligan,Joel Edgerton,tt1343092
50,150000000,Adventure|Fantasy|Action|Romance,http://disney.go.com/disneypictures/princeofpersia,9543,persia|sandstorm|based on video game,en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,Walt Disney Pictures,United States of America,2010,335154643,116,English,Released,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317,Mike Newell,Gemma Arterton,Ben Kingsley,Alfred Molina,tt0473075
51,180000000,Action|Science Fiction|Adventure,http://www.pacificrimmovie.com/,68726,dystopia|giant robot|giant monster|apocalypse|imax|duringcreditsstinger|3d,en,Pacific Rim,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",56.523205,Legendary Pictures,United States of America,2013,407602906,131,English,Released,"To Fight Monsters, We Created Monsters",Pacific Rim,6.7,4794,Guillermo del Toro,Charlie Hunnam,Charlie Day,Ron Perlman,tt1663662
52,195000000,Action|Science Fiction|Adventure,http://www.transformersmovie.com/,38356,moon|spacecraft|traitor|bodyguard|alien planet|based on cartoon|transformers|giant robot|sabotage|commando|duringcreditsstinger,en,Transformers: Dark of the Moon,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",28.529607,Paramount Pictures,United States of America,2011,1123746996,154,English,Released,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299,Michael Bay,John Malkovich,Ken Jeong,Frances McDormand,tt1399103
53,185000000,Adventure|Action,http://www.indianajones.com/site/index.html,217,saving the world|riddle|whip|treasure|mexico city|leather jacket|machinegun|maya civilization|peru|treasure hunt|archaeologist|indiana jones|archeology ,en,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",75.674458,Lucasfilm,United States of America,2008,786636033,122,English,Released,The adventure continues . . .,Indiana Jones and the Kingdom of the Crystal Skull,5.7,2495,Steven Spielberg,Cate Blanchett,Shia LaBeouf,Ray Winstone,tt0367882
54,175000000,Adventure|Animation|Family,http://movies.disney.com/the-good-dinosaur,105864,tyrannosaurus rex|friend|alternate history|dinosaur|fear|storm|nature|human being|journey,en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,Walt Disney Pictures,United States of America,2015,331926147,93,English,Released,Little Arms With Big Attitude,The Good Dinosaur,6.6,1736,Peter Sohn,Jack Bright,Jeffrey Wright,Frances McDormand,tt1979388
55,185000000,Animation|Adventure|Comedy|Family|Action|Fantasy,http://disney.go.com/brave/#/home,62177,scotland|rebel|bravery|kingdom|wish|bear|aftercreditsstinger|woman director|bravery|3d,en,Brave,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",125.114374,Walt Disney Pictures,United States of America,2012,538983207,93,English,Released,Change your fate.,Brave,6.7,4641,Brenda Chapman,Julie Walters,Billy Connolly,Emma Thompson,tt1217209
56,185000000,Action|Adventure|Science Fiction,http://www.startrekmovie.com/,188927,sequel|stranded|hatred|space opera,en,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",65.352913,Paramount Pictures,United States of America,2016,343471816,122,English,Released,,Star Trek Beyond,6.6,2568,Justin Lin,Zachary Quinto,Karl Urban,Simon Pegg,tt2660888
57,180000000,Animation|Family,http://disney.go.com/disneypictures/wall-e/,10681,romantic comedy,en,WALL·E,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",66.390712,Walt Disney Pictures,United States of America,2008,521311860,98,English,Released,An adventure beyond the ordinar-E.,WALL·E,7.8,6296,Andrew Stanton,Elissa Knight,Jeff Garlin,Fred Willard,tt0910970
58,140000000,Action|Comedy|Crime|Thriller,,5174,ambassador,en,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.",22.57178,New Line Cinema,United States of America,2007,258022233,91,Latin,Released,The Rush Is On!,Rush Hour 3,6.1,783,Brett Ratner,Jackie Chan,Hiroyuki Sanada,Max von Sydow,tt0293564
59,200000000,Action|Adventure|Science Fiction,http://www.sonypictures.com/movies/2012,14161,natural disaster|end of the world|disaster|apocalypse|death|volcanic eruption,en,2012,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",45.274225,Columbia Pictures,Canada,2009,769653595,158,English,Released,We Were Warned.,2012,5.6,4903,Roland Emmerich,Amanda Peet,Chiwetel Ejiofor,Thandie Newton,tt1190080
